PCID,SMILES,Feature,Feature_half,VINA,Tanimoto_48,Tanimoto_52,Tanimoto_68,Tanimoto_69
7472211,CC[C@H]1CCCCN1CC2=CC3=C(C(=C2O)C)OC(=O)C4=CC=CC=C43,"[-0.31042155623435974, -2.7516133785247803, 1.4144439697265625, -1.6543564796447754, 2.3364760875701904, 0.1271589994430542, -3.378445625305176, 3.362722158432007, 2.111546754837036, -0.8150849342346191, 1.1943540573120117, -1.4623738527297974, 1.8035268783569336, -0.41578900814056396, -0.01253751665353775, -2.3924872875213623, -4.934442520141602, 1.368180751800537, 2.393075704574585, -0.2432657778263092, 0.38948431611061096, 1.8977903127670288, 2.1382126808166504, 1.5605676174163818, 1.0321680307388306, -0.5450480580329895, -0.03676072135567665, -2.0026447772979736, 0.9071577191352844, -0.5978789925575256, 0.28357478976249695, 0.2028084546327591, -4.384049415588379, -0.7154859900474548, 0.06112080439925194, 0.02998090162873268, -0.43422818183898926, -0.04429097846150398, 0.12054646015167236, -0.7135835886001587, 0.07125360518693924, 0.04210536181926727, -0.2822415828704834, 0.3685953617095947, -0.329468309879303, -0.43270131945610046, 0.2432498037815094, 0.06147157400846481, -0.019858649000525475, 0.5183526277542114, -0.3574422001838684, -0.931169867515564, -0.12624213099479675, 0.7396659851074219, 0.04329462721943855, -0.09106071293354034]","[0.9071577191352844, -0.5978789925575256, 0.28357478976249695, 0.2028084546327591, -4.384049415588379, -0.7154859900474548, 0.06112080439925194, 0.02998090162873268, -0.43422818183898926, -0.04429097846150398, 0.12054646015167236, -0.7135835886001587, 0.07125360518693924, 0.04210536181926727, -0.2822415828704834, 0.3685953617095947, -0.329468309879303, -0.43270131945610046, 0.2432498037815094, 0.06147157400846481, -0.019858649000525475, 0.5183526277542114, -0.3574422001838684, -0.931169867515564, -0.12624213099479675, 0.7396659851074219, 0.04329462721943855, -0.09106071293354034]",-8.5,0.352112676,0.136363636,0.130952381,0.166666667
7472257,CC[C@@H](C(=O)OC1=C(C2=C(C=C1)C3=CC=CC=C3C(=O)O2)C)NC(=O)OC(C)(C)C,"[1.3474277257919312, -2.491025686264038, -1.0985519886016846, -0.9327138066291809, 0.05015237629413605, -0.18514184653759003, -3.9732131958007812, 1.0553398132324219, -0.8859920501708984, 4.462404727935791, -0.43854278326034546, 1.4560472965240479, -0.1736803650856018, -0.16858801245689392, -1.8251028060913086, 0.7253602743148804, 2.5882513523101807, 0.5333977341651917, 1.315016508102417, -0.644480288028717, -0.8773191571235657, 3.6472597122192383, 1.2338839769363403, 6.269087314605713, 4.327045917510986, -1.3792062997817993, 2.2050468921661377, -1.9617116451263428, 0.8684827089309692, -0.3182455599308014, 0.2590349018573761, 0.47193604707717896, -4.191708564758301, -0.6906262636184692, 0.18977034091949463, -0.07645425945520401, -0.21512405574321747, -0.1825055480003357, 0.01632712036371231, -0.7122313380241394, 0.4091453552246094, 0.17589613795280457, -0.41473597288131714, 0.391787052154541, 0.09424285590648651, -0.18198911845684052, 0.2193930745124817, 0.15475867688655853, -0.3180830180644989, 0.26860612630844116, 0.35627949237823486, -0.892856240272522, -0.01948729157447815, 0.43987706303596497, -0.18893133103847504, -0.08039723336696625]","[0.8684827089309692, -0.3182455599308014, 0.2590349018573761, 0.47193604707717896, -4.191708564758301, -0.6906262636184692, 0.18977034091949463, -0.07645425945520401, -0.21512405574321747, -0.1825055480003357, 0.01632712036371231, -0.7122313380241394, 0.4091453552246094, 0.17589613795280457, -0.41473597288131714, 0.391787052154541, 0.09424285590648651, -0.18198911845684052, 0.2193930745124817, 0.15475867688655853, -0.3180830180644989, 0.26860612630844116, 0.35627949237823486, -0.892856240272522, -0.01948729157447815, 0.43987706303596497, -0.18893133103847504, -0.08039723336696625]",-8.4,0.411764706,0.136363636,0.117647059,0.1375
7472258,CC[C@H](C(=O)OC1=C(C2=C(C=C1)C3=CC=CC=C3C(=O)O2)C)NC(=O)OC(C)(C)C,"[1.3474277257919312, -2.491025686264038, -1.0985519886016846, -0.9327138066291809, 0.05015237629413605, -0.18514184653759003, -3.9732131958007812, 1.0553398132324219, -0.8859920501708984, 4.462404727935791, -0.43854278326034546, 1.4560472965240479, -0.1736803650856018, -0.16858801245689392, -1.8251028060913086, 0.7253602743148804, 2.5882513523101807, 0.5333977341651917, 1.315016508102417, -0.644480288028717, -0.8773191571235657, 3.6472597122192383, 1.2338839769363403, 6.269087314605713, 4.327045917510986, -1.3792062997817993, 2.2050468921661377, -1.9617116451263428, -0.718569815158844, -0.31601670384407043, 0.2357528656721115, 0.5659266710281372, 4.048697471618652, -0.665999174118042, 0.1205277368426323, -0.10003892332315445, -0.09687741100788116, -0.24469420313835144, 0.00561436265707016, -0.6569111943244934, 0.35693177580833435, 0.2642726004123688, -0.48455309867858887, 0.36967116594314575, 0.7705011367797852, -0.2206413298845291, 0.12193670868873596, 0.14720554649829865, -0.19297848641872406, 0.24426387250423431, 0.2501296401023865, 0.8163559436798096, -0.184960275888443, 0.46287405490875244, -0.2719267010688782, -0.09796673059463501]","[-0.718569815158844, -0.31601670384407043, 0.2357528656721115, 0.5659266710281372, 4.048697471618652, -0.665999174118042, 0.1205277368426323, -0.10003892332315445, -0.09687741100788116, -0.24469420313835144, 0.00561436265707016, -0.6569111943244934, 0.35693177580833435, 0.2642726004123688, -0.48455309867858887, 0.36967116594314575, 0.7705011367797852, -0.2206413298845291, 0.12193670868873596, 0.14720554649829865, -0.19297848641872406, 0.24426387250423431, 0.2501296401023865, 0.8163559436798096, -0.184960275888443, 0.46287405490875244, -0.2719267010688782, -0.09796673059463501]",-8.4,0.411764706,0.136363636,0.117647059,0.1375
7481316,CCC[C@@H](C(=O)OC1=C(C2=C(C=C1)C3=CC=CC=C3C(=O)O2)C)NC(=O)OC(C)(C)C,"[0.7258861064910889, -1.3180209398269653, -0.19167229533195496, -1.9053956270217896, 1.7970576286315918, 0.6734817624092102, -3.8164360523223877, 1.1433568000793457, -0.6493092775344849, 4.594462871551514, 0.07590384781360626, 1.3427670001983643, -0.7058858871459961, -0.8289574980735779, -2.9411849975585938, 0.7272123694419861, 2.737082004547119, 0.5857245326042175, 0.7958889007568359, -1.0553677082061768, -1.4355911016464233, 3.218245029449463, 2.4991369247436523, 5.831766605377197, 4.3717360496521, -0.9344897270202637, 2.1507508754730225, -2.4357588291168213, 0.9045311808586121, -0.3163856267929077, 0.2892018258571625, 0.4421905279159546, -4.405256748199463, -0.6664205193519592, 0.17657577991485596, -0.050350792706012726, -0.2272775024175644, -0.21016183495521545, 0.029281534254550934, -0.6968420147895813, 0.3693333566188812, 0.16728073358535767, -0.4246950149536133, 0.4154536724090576, 0.0745524913072586, -0.19836950302124023, 0.2500426173210144, 0.1204977035522461, -0.33166608214378357, 0.28405892848968506, 0.364485502243042, -0.9251295328140259, -0.009951658546924591, 0.41427409648895264, -0.19078192114830017, -0.09621293842792511]","[0.9045311808586121, -0.3163856267929077, 0.2892018258571625, 0.4421905279159546, -4.405256748199463, -0.6664205193519592, 0.17657577991485596, -0.050350792706012726, -0.2272775024175644, -0.21016183495521545, 0.029281534254550934, -0.6968420147895813, 0.3693333566188812, 0.16728073358535767, -0.4246950149536133, 0.4154536724090576, 0.0745524913072586, -0.19836950302124023, 0.2500426173210144, 0.1204977035522461, -0.33166608214378357, 0.28405892848968506, 0.364485502243042, -0.9251295328140259, -0.009951658546924591, 0.41427409648895264, -0.19078192114830017, -0.09621293842792511]",-8,0.4,0.133333333,0.114942529,0.134146341
7481317,CCC[C@H](C(=O)OC1=C(C2=C(C=C1)C3=CC=CC=C3C(=O)O2)C)NC(=O)OC(C)(C)C,"[0.7258861064910889, -1.3180209398269653, -0.19167229533195496, -1.9053956270217896, 1.7970576286315918, 0.6734817624092102, -3.8164360523223877, 1.1433568000793457, -0.6493092775344849, 4.594462871551514, 0.07590384781360626, 1.3427670001983643, -0.7058858871459961, -0.8289574980735779, -2.9411849975585938, 0.7272123694419861, 2.737082004547119, 0.5857245326042175, 0.7958889007568359, -1.0553677082061768, -1.4355911016464233, 3.218245029449463, 2.4991369247436523, 5.831766605377197, 4.3717360496521, -0.9344897270202637, 2.1507508754730225, -2.4357588291168213, -0.7742168307304382, -0.3315345346927643, 0.2719101905822754, 0.5481334328651428, 4.411159992218018, -0.656737744808197, 0.1290210485458374, -0.06873258203268051, -0.0963933914899826, -0.2396627962589264, 0.02522744983434677, -0.6493142247200012, 0.3023172914981842, 0.28388112783432007, -0.4923361539840698, 0.3808789849281311, 0.8119983673095703, -0.23849648237228394, 0.1342010796070099, 0.14347411692142487, -0.16059525310993195, 0.24433815479278564, 0.2361934930086136, 0.8882129192352295, -0.18409037590026855, 0.4598234295845032, -0.28013622760772705, -0.09911215305328369]","[-0.7742168307304382, -0.3315345346927643, 0.2719101905822754, 0.5481334328651428, 4.411159992218018, -0.656737744808197, 0.1290210485458374, -0.06873258203268051, -0.0963933914899826, -0.2396627962589264, 0.02522744983434677, -0.6493142247200012, 0.3023172914981842, 0.28388112783432007, -0.4923361539840698, 0.3808789849281311, 0.8119983673095703, -0.23849648237228394, 0.1342010796070099, 0.14347411692142487, -0.16059525310993195, 0.24433815479278564, 0.2361934930086136, 0.8882129192352295, -0.18409037590026855, 0.4598234295845032, -0.28013622760772705, -0.09911215305328369]",-8.1,0.4,0.133333333,0.114942529,0.134146341
7553488,CC1=CC(=O)OC2=C1C=CC(=C2C)O[C@@H](C)C(=O)NCC3=CC=CC=N3,"[0.2897583544254303, -3.617183208465576, 0.02985275723040104, 2.7127392292022705, 0.24059119820594788, -0.22866936028003693, -0.9103507995605469, -1.897316336631775, -1.6939771175384521, 4.008790493011475, 0.00921928882598877, 1.9988716840744019, 0.2755339741706848, 0.45997893810272217, -1.068459391593933, -0.47186076641082764, 1.3039566278457642, -1.0469292402267456, 2.2268290519714355, 0.28268134593963623, 1.6797202825546265, -1.568835735321045, 1.130367636680603, 1.072029948234558, 0.5864752531051636, 0.06913872808218002, -0.4490518569946289, -0.9490495920181274, 1.2591482400894165, -0.22667759656906128, 0.25342631340026855, -0.12312714755535126, -5.337678909301758, -1.0656288862228394, 0.11445144563913345, -0.543687105178833, 0.14385317265987396, -0.08462480455636978, -0.21010877192020416, -0.36259910464286804, 0.6709604859352112, 0.13367468118667603, 0.07167047262191772, 0.1617247462272644, 0.05293029174208641, 0.0960237979888916, 0.7387599945068359, -0.6414023637771606, -0.3215940594673157, 0.6054705381393433, 0.2966751456260681, -1.246871829032898, -0.05819157883524895, 0.22772976756095886, -0.059471942484378815, 0.15565066039562225]","[1.2591482400894165, -0.22667759656906128, 0.25342631340026855, -0.12312714755535126, -5.337678909301758, -1.0656288862228394, 0.11445144563913345, -0.543687105178833, 0.14385317265987396, -0.08462480455636978, -0.21010877192020416, -0.36259910464286804, 0.6709604859352112, 0.13367468118667603, 0.07167047262191772, 0.1617247462272644, 0.05293029174208641, 0.0960237979888916, 0.7387599945068359, -0.6414023637771606, -0.3215940594673157, 0.6054705381393433, 0.2966751456260681, -1.246871829032898, -0.05819157883524895, 0.22772976756095886, -0.059471942484378815, 0.15565066039562225]",-8.6,0.32,0.144444444,0.126436782,0.105882353
7553490,CC1=CC(=O)OC2=C1C=CC(=C2C)O[C@H](C)C(=O)NCC3=CC=CC=N3,"[0.2897583544254303, -3.617183208465576, 0.02985275723040104, 2.7127392292022705, 0.24059119820594788, -0.22866936028003693, -0.9103507995605469, -1.897316336631775, -1.6939771175384521, 4.008790493011475, 0.00921928882598877, 1.9988716840744019, 0.2755339741706848, 0.45997893810272217, -1.068459391593933, -0.47186076641082764, 1.3039566278457642, -1.0469292402267456, 2.2268290519714355, 0.28268134593963623, 1.6797202825546265, -1.568835735321045, 1.130367636680603, 1.072029948234558, 0.5864752531051636, 0.06913872808218002, -0.4490518569946289, -0.9490495920181274, -0.54957115650177, -0.24632084369659424, 0.2578108310699463, -0.001114198938012123, 4.332545280456543, -1.0384074449539185, 0.04489755257964134, -0.5386546850204468, 0.2350384145975113, -0.17558623850345612, -0.23962965607643127, -0.2740419805049896, 0.6390431523323059, 0.30831634998321533, -0.06689353287220001, 0.14654387533664703, 0.8697378635406494, 0.012625068426132202, 0.6083340644836426, -0.6383453607559204, -0.1676255464553833, 0.6826213598251343, 0.2116321474313736, 0.738077700138092, -0.3087635040283203, 0.23494714498519897, -0.15987542271614075, 0.10321810841560364]","[-0.54957115650177, -0.24632084369659424, 0.2578108310699463, -0.001114198938012123, 4.332545280456543, -1.0384074449539185, 0.04489755257964134, -0.5386546850204468, 0.2350384145975113, -0.17558623850345612, -0.23962965607643127, -0.2740419805049896, 0.6390431523323059, 0.30831634998321533, -0.06689353287220001, 0.14654387533664703, 0.8697378635406494, 0.012625068426132202, 0.6083340644836426, -0.6383453607559204, -0.1676255464553833, 0.6826213598251343, 0.2116321474313736, 0.738077700138092, -0.3087635040283203, 0.23494714498519897, -0.15987542271614075, 0.10321810841560364]",-8.5,0.32,0.144444444,0.126436782,0.105882353
7553919,CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)O[C@@H](C)C(=O)NCC4=CC=NC=C4,"[1.1804485321044922, -1.1876758337020874, -2.4604885578155518, 1.66756010055542, 0.8206448554992676, 1.0203862190246582, -2.556561231613159, 0.7102221250534058, -0.9550597071647644, 1.2426800727844238, -2.3735034465789795, -0.058114759624004364, 1.5347105264663696, 0.20901000499725342, -1.7331249713897705, 0.8090710639953613, 3.09844970703125, -1.6165788173675537, 1.1469275951385498, 1.407868504524231, -2.652432441711426, 1.3147717714309692, 0.18560516834259033, 0.023483004420995712, 0.9356749057769775, -0.9823888540267944, -0.5867537260055542, 1.6228688955307007, 1.0373098850250244, -0.3105911910533905, 0.4653274118900299, 0.26408901810646057, -5.037842273712158, -0.5500491857528687, -0.10958179831504822, -0.433423787355423, -0.0846686065196991, -0.4202987253665924, -0.3686201274394989, -0.9964022636413574, 0.9058041572570801, 0.07567942142486572, -0.3589155077934265, 0.23115858435630798, 0.006299290806055069, -0.07102041691541672, -0.13385573029518127, 0.39453771710395813, -0.4118286371231079, 0.007551472634077072, 0.04502106457948685, -1.044707179069519, -0.217715322971344, -0.040124982595443726, -0.3395576775074005, -0.009203046560287476]","[1.0373098850250244, -0.3105911910533905, 0.4653274118900299, 0.26408901810646057, -5.037842273712158, -0.5500491857528687, -0.10958179831504822, -0.433423787355423, -0.0846686065196991, -0.4202987253665924, -0.3686201274394989, -0.9964022636413574, 0.9058041572570801, 0.07567942142486572, -0.3589155077934265, 0.23115858435630798, 0.006299290806055069, -0.07102041691541672, -0.13385573029518127, 0.39453771710395813, -0.4118286371231079, 0.007551472634077072, 0.04502106457948685, -1.044707179069519, -0.217715322971344, -0.040124982595443726, -0.3395576775074005, -0.009203046560287476]",-8.5,0.315789474,0.168539326,0.1,0.117647059
7553922,CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)O[C@H](C)C(=O)NCC4=CC=NC=C4,"[1.1804485321044922, -1.1876758337020874, -2.4604885578155518, 1.66756010055542, 0.8206448554992676, 1.0203862190246582, -2.556561231613159, 0.7102221250534058, -0.9550597071647644, 1.2426800727844238, -2.3735034465789795, -0.058114759624004364, 1.5347105264663696, 0.20901000499725342, -1.7331249713897705, 0.8090710639953613, 3.09844970703125, -1.6165788173675537, 1.1469275951385498, 1.407868504524231, -2.652432441711426, 1.3147717714309692, 0.18560516834259033, 0.023483004420995712, 0.9356749057769775, -0.9823888540267944, -0.5867537260055542, 1.6228688955307007, -0.6561414003372192, -0.321353554725647, 0.4707469046115875, 0.37122678756713867, 4.026149749755859, -0.5033574104309082, -0.1684497743844986, -0.4286178648471832, -0.009683430194854736, -0.4841652810573578, -0.39642831683158875, -0.9083144664764404, 0.8629932999610901, 0.23587697744369507, -0.49193114042282104, 0.21542242169380188, 0.786794900894165, -0.14663296937942505, -0.26047179102897644, 0.404524564743042, -0.25866082310676575, 0.06141292303800583, -0.03393904119729996, 0.8192982077598572, -0.45431214570999146, -0.036255717277526855, -0.4361189901828766, -0.053978487849235535]","[-0.6561414003372192, -0.321353554725647, 0.4707469046115875, 0.37122678756713867, 4.026149749755859, -0.5033574104309082, -0.1684497743844986, -0.4286178648471832, -0.009683430194854736, -0.4841652810573578, -0.39642831683158875, -0.9083144664764404, 0.8629932999610901, 0.23587697744369507, -0.49193114042282104, 0.21542242169380188, 0.786794900894165, -0.14663296937942505, -0.26047179102897644, 0.404524564743042, -0.25866082310676575, 0.06141292303800583, -0.03393904119729996, 0.8192982077598572, -0.45431214570999146, -0.036255717277526855, -0.4361189901828766, -0.053978487849235535]",-8.8,0.315789474,0.168539326,0.1,0.117647059
7553925,CC1=C(C(=O)OC2=C1C=CC(=C2C)O[C@@H](C)C(=O)NCC3=CC=NC=C3)C,"[0.18200722336769104, -5.4133758544921875, -0.1302376687526703, 2.0029542446136475, 0.37873780727386475, -0.10770763456821442, -0.7623977661132812, -2.5359816551208496, -1.4316896200180054, 4.581264495849609, -0.3253381550312042, 2.675157070159912, -0.26588088274002075, 0.348706990480423, -1.3708864450454712, -0.12227374315261841, -0.011646181344985962, -0.611781120300293, 2.242403984069824, 0.3821443021297455, 1.322110652923584, -0.5840182900428772, 1.976364016532898, 0.5296552181243896, 1.1219788789749146, 0.8236454129219055, -1.2790162563323975, -0.8451570272445679, 0.927760660648346, -0.5764366984367371, 0.11717095971107483, -0.11686976253986359, -5.149707317352295, -0.6959547400474548, 0.09165167808532715, -0.6583711504936218, -0.15883657336235046, -0.4861305356025696, -0.24149249494075775, -1.0953376293182373, 0.9192454814910889, 0.3064889907836914, -0.4508284330368042, 0.46726661920547485, 0.049620989710092545, 0.11754602193832397, 0.09005250781774521, -0.16746871173381805, -0.5814545750617981, -0.2159576117992401, -0.12523525953292847, -1.094810962677002, -0.2707292139530182, -0.2750307321548462, -0.4533056318759918, -0.2308543622493744]","[0.927760660648346, -0.5764366984367371, 0.11717095971107483, -0.11686976253986359, -5.149707317352295, -0.6959547400474548, 0.09165167808532715, -0.6583711504936218, -0.15883657336235046, -0.4861305356025696, -0.24149249494075775, -1.0953376293182373, 0.9192454814910889, 0.3064889907836914, -0.4508284330368042, 0.46726661920547485, 0.049620989710092545, 0.11754602193832397, 0.09005250781774521, -0.16746871173381805, -0.5814545750617981, -0.2159576117992401, -0.12523525953292847, -1.094810962677002, -0.2707292139530182, -0.2750307321548462, -0.4533056318759918, -0.2308543622493744]",-8.4,0.333333333,0.142857143,0.109756098,0.101265823
